"subject" "activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-meanFreq()" "angle(tBodyAccMean,gravity)" "angle(tBodyAccJerkMean),gravityMean)" "angle(tBodyGyroMean,gravityMean)" "angle(tBodyGyroJerkMean,gravityMean)" "angle(X,gravityMean)" "angle(Y,gravityMean)" "angle(Z,gravityMean)"
"2" "STANDING" 0.26611100937037 -0.0228021095612963 -0.113029663174259 0.896583663518518 -0.163734860462963 -0.260777751222222 0.0631780179203704 0.0211282628327778 0.0213288302777407 -0.00585091323351852 -0.0719108112675926 0.0508630026648148 -0.10957824815 -0.0355549101962963 -0.0694644369555556 -0.408472472838889 -0.408472472838889 -0.526663937296296 -0.466277514703704 -0.616236585481482 -0.487308025396296 -0.45523837165 -0.396307944027778 -0.205745482816667 -0.0744293956372222 -0.0275249306425926 -0.522144968555556 -0.572977324703704 -0.521992336214815 -0.0621481997833333 -0.20700197392963 -0.224773705216667 -0.629307898888889 -0.439350328555556 -0.547483123462963 -0.123088762240741 -0.111298298014815 -0.187543424744444 -0.404424132925926 0.0583393553611111 -0.451671803259259 0.163900498337037 -0.493689413512963 0.105639230222222 -0.576063763025926 0.170449374133333 0.0522950206316667 0.0272363067777778 0.0173861231851852 -0.0165520812222222 -0.697163639074074 0.196565627592593 0.207509543425926
"2" "LAYING" 0.28395052025 -0.02020859045 -0.0983567710416667 0.3992120825 0.135970558729167 0.286938225833333 0.06012457484375 0.0413407482520833 0.00965896627375 -0.02719950194125 -0.111862856666667 0.1068262754375 -0.100935724916667 -0.03454624473125 -0.046101109125 -0.563907678360417 -0.563907678360417 -0.5864896051875 -0.580105202158333 -0.649206653 -0.554704046010417 -0.577617150729167 -0.510060590416667 -0.0930059118 0.0643409879416667 0.242259460166667 -0.552071396860417 -0.65399452789375 -0.5663246085 0.140744806141667 -0.04952907945 0.035287281875 -0.6788594451875 -0.5155385586875 -0.670442764583333 0.0584244377895833 0.0886273268541667 0.03010270025625 -0.4933075075625 0.213744834958333 -0.508776601395833 0.167334467923125 -0.582378424408333 0.212697397729167 -0.6197764515 0.237377446102083 -0.0194247856895833 -0.0189071797583333 0.0837264856666667 0.0348657777708333 -0.236917153958333 -0.0148923193541667 -0.244418162770833
"3" "WALKING" 0.278030308431034 -0.020254364702069 -0.117114466172414 0.214978227586207 0.117645202413793 0.31166763317931 0.0952661719684483 0.0206536610553448 0.00193211219034483 -0.0356692574344828 -0.0810517727758621 0.120992496356897 -0.0936500233706897 -0.0353333894293103 -0.0666719125517241 -0.499194345874138 -0.499194345874138 -0.59703592312069 -0.600185127413793 -0.78395652862069 -0.533065596453448 -0.408036467598276 -0.631975176672414 -0.329253524475862 0.0959896326206897 0.104159948868966 -0.542712239481034 -0.507132451960345 -0.723205666724138 0.0170852956218276 -0.107915116213793 -0.0714147149827586 -0.661517247672414 -0.740043850344828 -0.614499263965517 -0.0329970725448276 -0.10958887345 0.0247711905465517 -0.467457020443103 0.100754862184483 -0.508787001487931 0.169235996017241 -0.726703390517241 -0.00717437923672414 -0.801070883965517 0.12639898992069 0.0135000240413793 -0.0376439704310345 0.0806018354482759 -0.0018408814924138 -0.0162369632758621 -0.0337672620689655 -0.219132249500862
"3" "WALKING_UPSTAIRS" 0.278213966949153 -0.0182847357945763 -0.113795044152542 0.930910189830508 -0.234728548305085 0.0132384671694915 0.087695384740678 -0.0116450947271186 -0.00449899339423729 -0.0522649436728814 -0.0506308754135593 0.0646893666322034 -0.0826810133050847 -0.0412846402847458 -0.0468023503394915 -0.410093266847458 -0.410093266847458 -0.43493853259322 -0.550946932344068 -0.651821697627119 -0.410785177288136 -0.265352740813559 -0.561747388813559 -0.116667539071864 0.118728591569492 0.107588045449153 -0.403067582169492 -0.328757868372881 -0.633296468966102 -0.000254711493220339 -0.183240367301356 -0.150404131955932 -0.516767770205085 -0.64387760940678 -0.508130336147458 0.0676427995101695 -0.0996209515118644 0.0108360088423729 -0.366158298135593 0.131438251355932 -0.325380487 0.0678660584338983 -0.608626385576271 0.0540936570169492 -0.645487631508475 0.0679672831322034 0.0193355211349322 -0.0720035409152542 0.101057790186441 -0.0889894563169492 -0.747896470338983 0.245796248474576 0.0117836459254237
"3" "WALKING_DOWNSTAIRS" 0.273886132244898 -0.0203475973204082 -0.113581646244898 0.585627435510204 -0.0248151871428571 0.0477819941428571 0.0767821706959184 0.0214407763020408 -0.00591982941306123 -0.0806738807163265 -0.0408151283265306 0.107870249306122 -0.080238022755102 -0.0413543126938775 -0.0743214926755102 -0.275868029242857 -0.275868029242857 -0.333890555479592 -0.443715275865918 -0.609336056326531 -0.312304152967347 -0.170181320428571 -0.404083183408163 -0.186484159077551 0.126437558281633 0.135499453146327 -0.285710279469388 -0.287434888932653 -0.512530492102041 -0.0856726246734694 -0.228369410591837 -0.184470100693878 -0.433208194428571 -0.584721800265306 -0.406031924222449 -0.00683634603469388 0.049217705744898 0.0687113015551021 -0.204170503285714 0.184280927308163 -0.233300584283673 0.0422421461142857 -0.571669989755102 0.106894750473469 -0.619971293795918 0.0808073957020408 0.0354993919632653 0.0179871839591837 0.26743617922449 -0.0569797073408163 -0.370346783265306 0.0760853885714286 -0.0202398133469388
"3" "SITTING" 0.278756189807692 -0.0162297081057692 -0.105924582942308 0.903368429230769 -0.361333436346154 0.117289774153846 0.0768001858471154 0.00937569065384616 -0.000536238360192308 -0.0360470027855769 -0.0672861413461538 0.0795413537807692 -0.101114112557692 -0.0393800430788462 -0.0555335671288462 -0.617589483076923 -0.617589483076923 -0.605156354596154 -0.694635549230769 -0.717929729423077 -0.660113648653846 -0.454919080165385 -0.709177671923077 -0.00202081575576923 0.172573888419038 0.125330968728846 -0.626539736730769 -0.483329573576923 -0.7535263275 0.162016230824423 -0.143307370090385 -0.0953225070115385 -0.6639352325 -0.7437246625 -0.647329144038462 0.0223473968826923 0.00229407448076923 0.119837244845769 -0.623019230346154 0.291413970665385 -0.538536402211539 0.275065398784615 -0.718057620576923 0.229589395846154 -0.726722948269231 0.192349080961538 -0.0357593678826923 0.0498168725907692 0.00592652919807692 0.0597997382115385 -0.640710356346154 0.331820960769231 -0.0593037823173077
"3" "STANDING" 0.275197068196721 -0.0185883894206557 -0.104640976967213 0.921770606065574 -0.236490683884328 0.133347078180328 0.0621001254590164 0.0166305446703279 0.00213087374098361 -0.0508373253181967 -0.0529158255409836 0.0655665754262295 -0.088318718 -0.0527591229081967 -0.0473304466803279 -0.627325333442623 -0.627325333442623 -0.646394487377049 -0.695554531147541 -0.805574791147541 -0.662399981639344 -0.504958005180328 -0.702088415573771 -0.0409120972983607 0.167744673401639 0.035748060604918 -0.651796124754098 -0.550100177213115 -0.775416412295082 0.101907126470492 -0.1203746874 -0.133675427178689 -0.727815212459016 -0.78002199 -0.697006808196721 0.00758822636557377 -0.16689863047541 0.0694950827542623 -0.649024207704918 0.237819960081967 -0.59634307804918 0.174429174893443 -0.767467665081967 0.0463386092622951 -0.82806348704918 0.131940978895574 0.0066306488557377 0.0390611600131148 0.0271283046721311 -0.0858708294590164 -0.695770407704918 0.245620493639344 -0.0721245757918033
"3" "LAYING" 0.258226324983871 -0.0198790919467742 -0.135321671483871 0.595291138709677 -0.214548755806452 0.00678839982258065 0.0726254186120968 -0.0103011668662903 0.00602809482258065 -0.0441664287345161 -0.0575300101854839 0.0856008480806452 -0.0840582404822581 -0.0454424440629032 -0.0467526632854839 -0.561117744935484 -0.561117744935484 -0.668034585806452 -0.589758243419355 -0.776317366612903 -0.657785751290323 -0.521713160435645 -0.603637299479032 -0.06632285155 0.00365765639193548 0.0153093931271936 -0.647732578903226 -0.621107500774194 -0.738212742419355 0.116066010225806 -0.162495200227419 -0.125859236133871 -0.655545056983871 -0.730870109677419 -0.593323899612903 -0.0685380555677419 -0.0629158558645161 -0.0494596691451613 -0.585065950209677 0.156763284558065 -0.605868371693548 0.19475499923871 -0.70994117 -0.0310998075419355 -0.782367570967742 0.121823411933871 0.0472122798064516 0.0236028748467742 0.019994512516129 -0.0597311044274194 -0.332731382580645 0.222741117258065 0.0143868889354839
"4" "WALKING" 0.282829271333333 -0.0143121428208 -0.10770485245 0.945442014333333 -0.16677519025 -0.122203604783333 0.0784145705 0.0098591107995 -0.00687933587548333 -0.02819044434 -0.0677024101366667 0.0811687662866667 -0.120218259143333 -0.0349392463783333 -0.0372569159966667 -0.523262689416667 -0.523262689416667 -0.646119850433333 -0.615120206616667 -0.757379533166667 -0.616122729483333 -0.544282172016667 -0.558303900871667 -0.226719557 -0.122970269631667 0.013539406494 -0.6806288255 -0.64456900285 -0.634538781466667 -0.102490181075 -0.290336219466667 -0.154252024818333 -0.642164226033333 -0.7126399305 -0.6522248805 -0.174376473078333 -0.0754589535733333 -0.09113203462 -0.516939880295 -0.0898485231916667 -0.601785935816667 0.105283552546667 -0.696986267 -0.104299040333333 -0.737465861333333 0.0750874159065 -0.00800907372566667 -0.02672524802 -0.0587342167 0.06908702596 -0.798579784666667 0.1981168415 0.107506428383333
"4" "WALKING_UPSTAIRS" 0.278790125961538 -0.0147710314021154 -0.104767704153846 0.301755170192308 0.374126499423077 0.318690723269231 0.07889526075 0.00298238813307692 -0.00567277617942308 -0.0295876362365385 -0.0846412374038462 0.105785905215385 -0.0855382311923077 -0.0378793473846154 -0.0514415928153846 -0.729996167423077 -0.729996167423077 -0.789018827115385 -0.779843958846154 -0.855299078461538 -0.784208964807692 -0.721778446432692 -0.761952449788462 -0.368568341884615 0.134091254234615 0.241399117403846 -0.822116923461538 -0.768787213192308 -0.785197930384615 0.0241719030788462 -0.123424165211538 0.00932359355192308 -0.785381026173077 -0.817226201923077 -0.830534954423077 0.0611347810403846 -0.135760692167308 0.0859547260301923 -0.717700818205769 0.0714980874230769 -0.772038100384615 0.239740819361538 -0.80283588 0.0627252577059615 -0.851019965961539 0.182470199334615 -0.0207776587398077 -0.00401524761442307 -0.000340882750000001 -0.0660619416519231 -0.146110472307692 -0.209254251961538 -0.222276596596154
"4" "WALKING_DOWNSTAIRS" 0.279232458444444 -0.0157373955968889 -0.108045568711111 0.774484478888889 -0.0254499736888889 -0.0179747376888889 0.0896868623333333 -0.003037761908 -0.0116281530413556 -0.0703438548666667 -0.0649696961777778 0.10650452204 -0.0955652727333333 -0.0400519631288889 -0.0521686742444444 -0.513957078575556 -0.513957078575556 -0.62236335 -0.629324707333333 -0.742029799111111 -0.597218717133333 -0.517210868491111 -0.578180389911111 -0.300765424444444 0.0513909983222222 0.165586418791111 -0.6849061 -0.599856506222222 -0.619391410622222 -0.108660181431111 -0.2044242792 -0.0860521249555556 -0.626883699311111 -0.701364988222222 -0.690884147777778 -0.118586187237778 -0.0179401273466667 0.0324418843644444 -0.503985098264889 0.00760098760222222 -0.595671504266667 0.180494339928889 -0.666884731111111 0.000206620404444445 -0.730646946888889 0.215649178662222 0.000665969567777776 0.0138789781622222 0.123234709 -7.78317777777821e-05 -0.640074097333333 0.0917046768888889 0.0273840263333333
"4" "SITTING" 0.268554553 -0.0189556082476 -0.1106841393 0.9313799756 -0.01406995688 -0.05185668512 0.087569355424 0.000931049441800001 -0.0059178578168 0.0122123664 -0.07930974072 0.04133834914 -0.0957629583744 -0.044605325254 -0.05400595556 -0.6313950084 -0.6313950084 -0.745798416 -0.6769781628 -0.8067187838 -0.7343445918 -0.60920739082 -0.6830306932 -0.230375101256 -0.129986876318 -0.0162423788306 -0.7811768464 -0.737676772 -0.7558158244 -0.079205833196 -0.288633050348 -0.193504467276 -0.7420038014 -0.7713998972 -0.6807705674 -0.057571865492 -0.190383373518 -0.183448606736 -0.6895526126 -0.014437801566 -0.7315922016 0.21638608498 -0.7676090648 -0.056178360778 -0.817126733 0.098622914869 0.0455471772928 -0.020798395826 -0.13539529231 -0.029463151798 -0.7775036528 0.09294500869 0.05787798403
"4" "STANDING" 0.277335550357143 -0.018138325275 -0.105714988714286 0.936207236785714 0.0304205745178571 -0.023064344725 0.0806015423375 0.0125754735704821 -0.01187085891875 -0.0415346940553571 -0.0730962134892857 0.0853231657678571 -0.0734552288910714 -0.0433333714107143 -0.0595812782321429 -0.630854828214286 -0.630854828214286 -0.6863037175 -0.683814878928571 -0.736356137142857 -0.732782735357143 -0.575484128767857 -0.649375500892857 -0.125011419167857 -0.00822263835357143 0.0896603745521428 -0.740147210535714 -0.653092697678571 -0.721325136428571 -0.0231122988089286 -0.226864258 -0.182069230907143 -0.722383276428571 -0.7159033525 -0.678426985 0.0339977052891071 -0.0696252286517857 -0.114188831446607 -0.697832007678571 0.162744725041786 -0.688260776607143 0.292324484848214 -0.755574717321429 0.179540128575179 -0.769604074642857 0.241612397868571 -0.00892248530678572 -0.0805066881803571 -0.048341631275 -0.127101834517857 -0.789211824464286 0.0619501996214286 0.0372319495892857
"4" "LAYING" 0.277363059259259 -0.0227973236825926 -0.10987984012963 0.936333743148148 -0.184943134537037 -0.1269262031 0.0615618721296296 -0.0063186913562963 -0.00874464694092593 0.0419655336537037 -0.0965689249333333 0.0514631124574074 -0.127217081759259 -0.029934988937037 -0.0653948160185185 -0.545691885740741 -0.545691885740741 -0.702273827777778 -0.603932139462963 -0.799480447407407 -0.652904816296296 -0.559707261407407 -0.583727845 -0.21735507387037 -0.188634484535185 -0.0689576506666667 -0.715939764444445 -0.725313460185185 -0.692905389259259 -0.130268339481481 -0.379787656981111 -0.248978765592593 -0.699958418518518 -0.726737378148148 -0.636046638703704 -0.232485944711111 -0.113815331812963 -0.227342598644444 -0.599016024444444 -0.0839744557685185 -0.66313066 0.0968365927314815 -0.736230967962963 -0.124596200959259 -0.7896043 0.0513668397481482 -0.0204189587333333 0.0627337567138889 -0.0966032255888889 0.118613684240741 -0.780409597407407 0.21075748962963 0.110969513968519
"5" "WALKING" 0.285822140892857 -0.0185811896983929 -0.113974700026786 0.538478525535714 0.0807331553571429 0.129029987125 0.0717594652678571 0.0285917523857143 -0.00688174739803571 -0.07765204338125 -0.0469489096857143 0.135199700114286 -0.095201210525 -0.0399505688214286 -0.0578608997589286 -0.470290728357143 -0.470290728357143 -0.545026098678571 -0.537801416535714 -0.7258929125 -0.466154866957143 -0.417795965396429 -0.66308526 -0.225837241698214 0.046933676125 0.0800733977357143 -0.487925302051786 -0.491902121982143 -0.732911920892857 -0.0714734725875 -0.27862450625 -0.108720262196429 -0.494932786544643 -0.741686118928571 -0.597356162996429 -0.214910040628571 -0.117874249335714 0.0223802103267857 -0.4186048040625 0.0986769096266071 -0.456400746514286 0.0950451333321429 -0.609197817589286 -0.1522835568875 -0.756761149642857 -0.0128678193910714 -0.0194919511766071 0.0472612062005357 0.159431965125 -0.00618918910714285 -0.358838549642857 -0.00681878875 -0.0821011093571429
